geocod;geodsg;sinal_conv;sinal_conv_desc;valor;periodo;indicador_cod;indicador_dsg
16F1013;Pedrógão Grande;&;Dado provisório;4.7;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701107;Loures;&;Dado provisório;4.7;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004202;Nordeste;&;Dado provisório;4.7;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111601;Arcos de Valdevez;&;Dado provisório;4.8;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1811;Penalva do Castelo;&;Dado provisório;4.8;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840213;Serpa;&;Dado provisório;4.8;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1120313;Vila Verde;&;Dado provisório;4.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A0116;São João da Madeira;&;Dado provisório;4.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1816;São Pedro do Sul;&;Dado provisório;4.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16H0505;Idanha-a-Nova;&;Dado provisório;4.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
181;Alentejo Litoral;&;Dado provisório;4.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D0403;Carrazeda de Ansiães;&;Dado provisório;5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D0409;Torre de Moncorvo;&;Dado provisório;5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E1808;Mortágua;&;Dado provisório;5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0501;Belmonte;&;Dado provisório;5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701105;Cascais;&;Dado provisório;5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840206;Castro Verde;&;Dado provisório;5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861201;Alter do Chão;&;Dado provisório;5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861208;Fronteira;&;Dado provisório;5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0410;Vila Flor;&;Dado provisório;5.1;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D;Região de Aveiro;&;Dado provisório;5.1;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0111;Mealhada;&;Dado provisório;5.1;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1824;Vouzela;&;Dado provisório;5.1;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16H0508;Proença-a-Nova;&;Dado provisório;5.1;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870714;Vila Viçosa;&;Dado provisório;5.1;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111606;Ponte da Barca;&;Dado provisório;5.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1190304;Cabeceiras de Basto;&;Dado provisório;5.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1712;Valpaços;&;Dado provisório;5.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0607;Lousã;&;Dado provisório;5.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0904;Figueira de Castelo Rodrigo;&;Dado provisório;5.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701110;Oeiras;&;Dado provisório;5.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1190312;Vila Nova de Famalicão;&;Dado provisório;5.3;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0615;Soure;&;Dado provisório;5.3;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004603;São Roque do Pico;&;Dado provisório;5.3;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0412;Vinhais;&;Dado provisório;5.4;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0913;Trancoso;&;Dado provisório;5.4;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004302;Vila da Praia da Vitória;&;Dado provisório;5.4;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003108;Santa Cruz;&;Dado provisório;5.4;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111607;Ponte de Lima;&;Dado provisório;5.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1713;Vila Pouca de Aguiar;&;Dado provisório;5.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1710;Sabrosa;&;Dado provisório;5.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0408;Mogadouro;&;Dado provisório;5.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
185;Lezíria do Tejo;&;Dado provisório;5.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004101;Vila do Porto;&;Dado provisório;5.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1190311;Vieira do Minho;&;Dado provisório;5.6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0616;Tábua;&;Dado provisório;5.6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004401;Santa Cruz da Graciosa;&;Dado provisório;5.6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1801;Armamar;&;Dado provisório;5.7;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1822;Vila Nova de Paiva;&;Dado provisório;5.7;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1191705;Mondim de Basto;&;Dado provisório;5.8;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G0901;Aguiar da Beira;&;Dado provisório;5.8;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701114;Vila Franca de Xira;&;Dado provisório;5.8;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840207;Cuba;&;Dado provisório;5.8;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1120302;Barcelos;&;Dado provisório;5.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A0109;Santa Maria da Feira;&;Dado provisório;5.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1706;Montalegre;&;Dado provisório;5.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C;Tâmega e Sousa;&;Dado provisório;5.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0401;Alfândega da Fé;&;Dado provisório;5.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16F;Região de Leiria;&;Dado provisório;5.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1709;Ribeira de Pena;&;Dado provisório;6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
15;Algarve;&;Dado provisório;6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
150;Algarve;&;Dado provisório;6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861210;Marvão;&;Dado provisório;6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003104;Machico;&;Dado provisório;6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D0404;Freixo de Espada à Cinta;&;Dado provisório;6.1;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
119;Ave;&;Dado provisório;6.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1190307;Fafe;&;Dado provisório;6.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1817;Sátão;&;Dado provisório;6.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1821;Tondela;&;Dado provisório;6.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I;Médio Tejo;&;Dado provisório;6.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0902;Almeida;&;Dado provisório;6.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003109;Santana;&;Dado provisório;6.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003110;São Vicente;&;Dado provisório;6.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1113;Torres Vedras;&;Dado provisório;6.3;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0406;Miranda do Douro;&;Dado provisório;6.4;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0610;Montemor-o-Velho;&;Dado provisório;6.4;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I1418;Tomar;&;Dado provisório;6.4;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C1301;Amarante;&;Dado provisório;6.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0910;Pinhel;&;Dado provisório;6.6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1006;Caldas da Rainha;&;Dado provisório;6.7;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0609;Miranda do Corvo;&;Dado provisório;6.7;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I0510;Vila de Rei;&;Dado provisório;6.7;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0908;Manteigas;&;Dado provisório;6.8;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004206;Vila Franca do Campo;&;Dado provisório;6.8;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1120301;Amares;&;Dado provisório;6.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A1308;Matosinhos;&;Dado provisório;6.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A1314;Santo Tirso;&;Dado provisório;6.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1708;Peso da Régua;&;Dado provisório;6.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
18;Alentejo;&;Dado provisório;6.9;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
112;Cávado;&;Dado provisório;7.1;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I1408;Constância;&;Dado provisório;7.1;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0605;Figueira da Foz;&;Dado provisório;7.2;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0614;Penela;&;Dado provisório;7.3;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861211;Monforte;&;Dado provisório;7.3;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0613;Penacova;&;Dado provisório;7.4;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A1313;Póvoa de Varzim;&;Dado provisório;7.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A1317;Vila Nova de Gaia;&;Dado provisório;7.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0912;Seia;&;Dado provisório;7.5;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
17;Área Metropolitana de Lisboa;&;Dado provisório;7.6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
170;Área Metropolitana de Lisboa;&;Dado provisório;7.6;2018;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
