geocod;geodsg;sinal_conv;sinal_conv_desc;valor;periodo;indicador_cod;indicador_dsg
1120303;Braga;&;Dado provisório;9;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0411;Vimioso;&;Dado provisório;9.1;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0604;Condeixa-a-Nova;&;Dado provisório;9.1;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0407;Mirandela;&;Dado provisório;9.3;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1702;Boticas;&;Dado provisório;9.4;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D;Douro;&;Dado provisório;9.4;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701512;Setúbal;&;Dado provisório;9.4;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B;Alto Tâmega;&;Dado provisório;9.5;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J;Beiras e Serra da Estrela;&;Dado provisório;9.5;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I1401;Abrantes;&;Dado provisório;9.9;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2;Região Autónoma dos Açores;&;Dado provisório;10;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
20;Região Autónoma dos Açores;&;Dado provisório;10;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
200;Região Autónoma dos Açores;&;Dado provisório;10;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004802;Santa Cruz das Flores;&;Dado provisório;10;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701504;Barreiro;&;Dado provisório;10.1;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004501;Calheta;&;Dado provisório;10.3;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3;Região Autónoma da Madeira;&;Dado provisório;10.3;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
30;Região Autónoma da Madeira;&;Dado provisório;10.3;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
300;Região Autónoma da Madeira;&;Dado provisório;10.3;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500811;Portimão;&;Dado provisório;10.8;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D0105;Aveiro;&;Dado provisório;10.9;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E;Terras de Trás-os-Montes;&;Dado provisório;11.6;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0405;Macedo de Cavaleiros;&;Dado provisório;11.7;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16H0502;Castelo Branco;&;Dado provisório;11.7;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1811509;Santiago do Cacém;&;Dado provisório;11.8;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0503;Covilhã;&;Dado provisório;12.5;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I1419;Torres Novas;&;Dado provisório;12.6;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111609;Viana do Castelo;&;Dado provisório;12.9;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C1311;Penafiel;&;Dado provisório;13.1;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11B1703;Chaves;&;Dado provisório;13.8;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004701;Horta;&;Dado provisório;13.8;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16G1823;Viseu;&;Dado provisório;14.3;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851416;Santarém;&;Dado provisório;14.3;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004203;Ponta Delgada;&;Dado provisório;14.3;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E;Região de Coimbra;&;Dado provisório;15.2;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870705;Évora;&;Dado provisório;16.5;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840205;Beja;&;Dado provisório;17.3;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003103;Funchal;&;Dado provisório;18;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11E0402;Bragança;&;Dado provisório;18.7;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500805;Faro;&;Dado provisório;19.1;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004301;Angra do Heroísmo;&;Dado provisório;19.1;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701106;Lisboa;&;Dado provisório;19.2;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1714;Vila Real;&;Dado provisório;19.7;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0907;Guarda;&;Dado provisório;19.7;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861214;Portalegre;&;Dado provisório;22.5;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A1312;Porto;&;Dado provisório;29.6;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0603;Coimbra;&;Dado provisório;33.7;2021;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004901;Corvo;&;Dado provisório;0;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004801;Lajes das Flores;&;Dado provisório;0.7;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I1411;Ferreira do Zêzere;&;Dado provisório;1.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851415;Salvaterra de Magos;&;Dado provisório;1.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500802;Alcoutim;&;Dado provisório;1.7;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851103;Azambuja;&;Dado provisório;1.7;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1108;Lourinhã;&;Dado provisório;1.8;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1810211;Odemira;&;Dado provisório;1.8;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500803;Aljezur;&;Dado provisório;1.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500808;Loulé;&;Dado provisório;1.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500815;Vila do Bispo;&;Dado provisório;2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1012;Óbidos;&;Dado provisório;2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1101;Alenquer;&;Dado provisório;2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16H0511;Vila Velha de Ródão;&;Dado provisório;2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C0106;Castelo de Paiva;&;Dado provisório;2.1;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500801;Albufeira;&;Dado provisório;2.1;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1104;Cadaval;&;Dado provisório;2.1;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1112;Sobral de Monte Agraço;&;Dado provisório;2.1;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701506;Moita;&;Dado provisório;2.1;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851404;Alpiarça;&;Dado provisório;2.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851414;Rio Maior;&;Dado provisório;2.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004502;Velas;&;Dado provisório;2.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003201;Porto Santo;&;Dado provisório;2.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500813;Silves;&;Dado provisório;2.3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16H0507;Penamacor;&;Dado provisório;2.3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701502;Alcochete;&;Dado provisório;2.3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500816;Vila Real de Santo António;&;Dado provisório;2.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D0112;Murtosa;&;Dado provisório;2.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16E0612;Pampilhosa da Serra;&;Dado provisório;2.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I1402;Alcanena;&;Dado provisório;2.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701508;Palmela;&;Dado provisório;2.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1811513;Sines;&;Dado provisório;2.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C1804;Cinfães;&;Dado provisório;2.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1005;Bombarral;&;Dado provisório;2.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1011;Nazaré;&;Dado provisório;2.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D0110;Ílhavo;&;Dado provisório;2.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I1413;Mação;&;Dado provisório;2.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870702;Arraiolos;&;Dado provisório;2.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870708;Mourão;&;Dado provisório;2.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870712;Vendas Novas;&;Dado provisório;2.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
2004201;Lagoa;&;Dado provisório;2.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1014;Peniche;&;Dado provisório;2.6;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16F1007;Castanheira de Pêra;&;Dado provisório;2.6;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1811505;Grândola;&;Dado provisório;2.6;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840203;Alvito;&;Dado provisório;2.6;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500814;Tavira;&;Dado provisório;2.7;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16F1010;Marinha Grande;&;Dado provisório;2.7;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701511;Sesimbra;&;Dado provisório;2.7;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840212;Ourique;&;Dado provisório;2.7;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870710;Redondo;&;Dado provisório;2.7;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500810;Olhão;&;Dado provisório;2.8;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D0118;Vagos;&;Dado provisório;2.8;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16F1016;Porto de Mós;&;Dado provisório;2.8;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701109;Mafra;&;Dado provisório;2.8;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701116;Odivelas;&;Dado provisório;2.8;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851403;Almeirim;&;Dado provisório;2.8;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A0104;Arouca;&;Dado provisório;2.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1704;Mesão Frio;&;Dado provisório;2.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16H0506;Oleiros;&;Dado provisório;2.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701111;Sintra;&;Dado provisório;2.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840209;Mértola;&;Dado provisório;2.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851405;Benavente;&;Dado provisório;2.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851406;Cartaxo;&;Dado provisório;2.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
3003105;Ponta do Sol;&;Dado provisório;2.9;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1111608;Valença;&;Dado provisório;3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A0107;Espinho;&;Dado provisório;3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1819;Tabuaço;&;Dado provisório;3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D0114;Oliveira do Bairro;&;Dado provisório;3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16I1421;Ourém;&;Dado provisório;3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840201;Aljustrel;&;Dado provisório;3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1001;Alcobaça;&;Dado provisório;3.1;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16B1102;Arruda dos Vinhos;&;Dado provisório;3.1;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500804;Castro Marim;&;Dado provisório;3.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500807;Lagos;&;Dado provisório;3.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D0102;Albergaria-a-Velha;&;Dado provisório;3.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16D0117;Sever do Vouga;&;Dado provisório;3.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16F1003;Ansião;&;Dado provisório;3.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0903;Celorico da Beira;&;Dado provisório;3.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0905;Fornos de Algodres;&;Dado provisório;3.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1811501;Alcácer do Sal;&;Dado provisório;3.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861203;Avis;&;Dado provisório;3.2;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11A0119;Vale de Cambra;&;Dado provisório;3.3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
16J0911;Sabugal;&;Dado provisório;3.3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1851409;Coruche;&;Dado provisório;3.3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870703;Borba;&;Dado provisório;3.3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870709;Portel;&;Dado provisório;3.3;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D1815;São João da Pesqueira;&;Dado provisório;3.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701507;Montijo;&;Dado provisório;3.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861206;Crato;&;Dado provisório;3.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1861213;Ponte de Sor;&;Dado provisório;3.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1870701;Alandroal;&;Dado provisório;3.4;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11C1813;Resende;&;Dado provisório;3.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
11D0914;Vila Nova de Foz Côa;&;Dado provisório;3.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1500806;Lagoa;&;Dado provisório;3.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1701510;Seixal;&;Dado provisório;3.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
1840204;Barrancos;&;Dado provisório;3.5;2022;0008277;"Enfermeiras/os por 1000 habitantes (N.º) por Local de trabalho (NUTS - 2013); Anual - INE, Estatísticas do pessoal de saúde"
