tempo;regiao;entidade;localizacao_geografica;tipologia_de_ausencia;valor
2020-03;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Falecimento de familiar;8
2020-03;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Trabalhador-estudante;0
2020-03;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Por conta do período de férias;7
2020-03;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Por acidente em serviço ou doença profissional;0
2020-03;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Doença;406
2020-03;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Trabalhador-estudante;9
2020-03;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Com perda do vencimento;0
2020-03;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Greve;9
2020-03;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.157454, -8.604431;Protecção na parentalidade;20763
2020-03;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.157454, -8.604431;Por acidente em serviço ou doença profissional;3778
2020-03;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.157454, -8.604431;Trabalhador-estudante;929
2020-03;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.157454, -8.604431;Por conta do período de férias;1573
2020-03;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.157454, -8.604431;Cumprimento de pena disciplinar;27
2020-03;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.157454, -8.604431;Outras;6062
2020-03;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Doença;6442
2020-03;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Outras;678
2020-03;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Protecção na parentalidade;1614
2020-03;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Casamento;30
2020-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Doença;8139
2020-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Trabalhador-estudante;191
2020-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Por conta do período de férias;63
2020-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Falecimento de familiar;164
2020-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Doença;8814
2020-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Cumprimento de pena disciplinar;1
2020-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Greve;399
2020-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Por acidente em serviço ou doença profissional;2626
2020-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Injustificadas;225
2020-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Doença;11968
2020-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Por acidente em serviço ou doença profissional;1414
2020-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Casamento;15
2020-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Assistência a familiares;363
2020-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Cumprimento de pena disciplinar;-60
2020-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Falecimento de familiar;112
2020-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832, -8.398936;Casamento;88
2020-03;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832, -8.398936;Falecimento de familiar;197
2020-03;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832, -8.398936;Trabalhador-estudante;769
2020-03;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832, -8.398936;Por conta do período de férias;20
2020-03;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832, -8.398936;Greve;662
2020-03;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832, -8.398936;Outras;1383
2020-03;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Doença;2127
2020-03;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Com perda do vencimento;0
2020-03;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Injustificadas;3
2020-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4417064, -8.1722408;Protecção na parentalidade;6777
2020-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4417064, -8.1722408;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Protecção na parentalidade;1030
2020-03;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Doença;1761
2020-03;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Com perda do vencimento;0
2020-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Trabalhador-estudante;535
2020-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Greve;796
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Casamento;31
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Falecimento de familiar;200
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Greve;750
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Injustificadas;0
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Outras;1638
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Protecção na parentalidade;3270
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Trabalhador-estudante;182
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Outras;356
2020-03;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Greve;395
2020-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Protecção na parentalidade;4526
2020-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Doença;6402
2020-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Trabalhador-estudante;351
2020-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Outras;872
2020-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Assistência a familiares;282
2020-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Greve;434
2020-03;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.027122, -7.946842;Doença;8760
2020-03;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.027122, -7.946842;Por acidente em serviço ou doença profissional;644
2020-03;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.027122, -7.946842;Injustificadas;1
2020-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Por acidente em serviço ou doença profissional;1349
2020-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Assistência a familiares;307
2020-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Por conta do período de férias;102
2020-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Com perda do vencimento;13
2020-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Injustificadas;55
2020-03;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.203782, -8.419176;Falecimento de familiar;395
2020-03;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.203782, -8.419176;Por acidente em serviço ou doença profissional;1319
2020-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Protecção na parentalidade;7353
2020-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Outras;2316
2020-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Casamento;0
2020-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Por conta do período de férias;33
2020-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Injustificadas;6
2020-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Com perda do vencimento;0
2020-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Greve;861
2020-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Doença;5657
2020-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Outras;683
2020-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Trabalhador-estudante;450
2020-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Com perda do vencimento;0
2020-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Injustificadas;91
2020-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Outras;2223
2020-03;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;38.7313954, -9.1447467;Por conta do período de férias;5
2020-03;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;38.7313954, -9.1447467;Outras;61
2020-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Protecção na parentalidade;182
2020-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Doença;462
2020-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Assistência a familiares;5
2020-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Doença;1958
2020-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Com perda do vencimento;0
2020-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Injustificadas;0
2020-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Outras;321
2020-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Casamento;0
2020-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Por acidente em serviço ou doença profissional;79
2020-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Por conta do período de férias;10
2020-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Falecimento de familiar;59
2020-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Por conta do período de férias;20
2020-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Com perda do vencimento;0
2020-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Por conta do período de férias;47
2020-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Outras;862
2020-04;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Doença;565
2020-04;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Com perda do vencimento;0
2020-04;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Injustificadas;0
2020-04;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.748879, -9.139606;Casamento;214
2020-04;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.748879, -9.139606;Protecção na parentalidade;26356
2020-04;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.748879, -9.139606;Cumprimento de pena disciplinar;62
2020-04;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Com perda do vencimento;0
2020-04;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Falecimento de familiar;0
2020-04;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Trabalhador-estudante;0
2020-04;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Por conta do período de férias;0
2020-04;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Greve;0
2020-04;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Outras;0
2020-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Protecção na parentalidade;6871
2020-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Doença;8583
2020-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Por acidente em serviço ou doença profissional;1083
2020-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Com perda do vencimento;39
2020-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Greve;866
2020-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Injustificadas;18
2020-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Por acidente em serviço ou doença profissional;1225
2020-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Assistência a familiares;336
2020-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Trabalhador-estudante;357
2020-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Outras;600
2020-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Casamento;0
2020-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Greve;70
2020-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Outras;134
2020-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Falecimento de familiar;642
