tempo;regiao;entidade;localizacao_geografica;tipologia_de_ausencia;valor
2014-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Casamento;0
2014-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Doença;503
2014-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Injustificadas;0
2014-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Falecimento de familiar;48
2014-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Injustificadas;0
2014-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Outras;53
2014-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Por acidente em serviço ou doença profissional;185
2014-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Com perda do vencimento;0
2014-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Injustificadas;0
2014-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Outras;334
2014-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Assistência a familiares;155
2014-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Com perda do vencimento;0
2014-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Cumprimento de pena disciplinar;0
2014-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Casamento;0
2014-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Por acidente em serviço ou doença profissional;152
2014-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Assistência a familiares;161
2014-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Cumprimento de pena disciplinar;0
2014-03;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Doença;438
2014-03;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Por acidente em serviço ou doença profissional;0
2014-03;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Assistência a familiares;14
2014-03;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Trabalhador-estudante;40
2014-03;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Casamento;0
2014-03;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Trabalhador-estudante;0
2014-03;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Por conta do período de férias;0
2014-03;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Injustificadas;0
2014-03;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Casamento;45
2014-03;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Falecimento de familiar;67
2014-03;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Por conta do período de férias;70
2014-03;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Injustificadas;22
2014-03;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Doença;65
2014-03;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Com perda do vencimento;0
2014-03;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Por acidente em serviço ou doença profissional;54
2014-03;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Protecção na parentalidade;266
2014-03;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Por acidente em serviço ou doença profissional;0
2014-03;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Cumprimento de pena disciplinar;0
2014-03;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Outras;1
2014-04;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Doença;321
2014-04;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Falecimento de familiar;762
2014-04;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Com perda do vencimento;2
2014-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Falecimento de familiar;763
2014-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Cumprimento de pena disciplinar;0
2014-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Greve;74
2014-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Protecção na parentalidade;5012
2014-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Por acidente em serviço ou doença profissional;271
2014-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Trabalhador-estudante;71
2014-04;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Protecção na parentalidade;3859
2014-04;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Por acidente em serviço ou doença profissional;429
2014-04;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Por conta do período de férias;88
2014-04;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Greve;4
2014-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Doença;21585
2014-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Por acidente em serviço ou doença profissional;6824
2014-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Trabalhador-estudante;350
2014-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Por conta do período de férias;122
2014-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Outras;4688
2014-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Casamento;0
2014-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Por acidente em serviço ou doença profissional;691
2014-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Com perda do vencimento;0
2014-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Greve;-4
2014-04;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Trabalhador-estudante;178
2014-04;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Cumprimento de pena disciplinar;0
2014-04;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Outras;1234
2014-04;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Trabalhador-estudante;0
2014-04;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Injustificadas;0
2014-04;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, E.P.E.;38.7396768, -9.1634516;Casamento;45
2014-04;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, E.P.E.;38.7396768, -9.1634516;Protecção na parentalidade;5099
2014-04;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, E.P.E.;38.7396768, -9.1634516;Cumprimento de pena disciplinar;0
2014-04;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827, -9.1663422;Protecção na parentalidade;1062
2014-04;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827, -9.1663422;Assistência a familiares;79
2014-04;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827, -9.1663422;Com perda do vencimento;0
2014-04;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Com perda do vencimento;0
2014-04;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Injustificadas;58
2014-04;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.1576361, -8.6066408;Doença;40907
2014-04;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.1576361, -8.6066408;Por acidente em serviço ou doença profissional;3697
2014-04;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.1576361, -8.6066408;Assistência a familiares;766
2014-04;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.1576361, -8.6066408;Cumprimento de pena disciplinar;20
2014-04;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.1576361, -8.6066408;Greve;1778
2014-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Doença;11016
2014-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Por conta do período de férias;132
2014-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Cumprimento de pena disciplinar;0
2014-04;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Doença;1880
2014-04;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Por acidente em serviço ou doença profissional;132
2014-04;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Greve;7
2014-04;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Outras;207
2014-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Falecimento de familiar;254
2014-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Doença;13574
2014-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Por conta do período de férias;190
2014-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Falecimento de familiar;133
2014-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Assistência a familiares;104
2014-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Trabalhador-estudante;165
2014-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Cumprimento de pena disciplinar;0
2014-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Por acidente em serviço ou doença profissional;2793
2014-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Injustificadas;155
2014-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Doença;14264
2014-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Por acidente em serviço ou doença profissional;2115
2014-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Cumprimento de pena disciplinar;75
2014-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Greve;147
2014-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Injustificadas;216
2014-04;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Falecimento de familiar;160
2014-04;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Injustificadas;0
2014-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4387173, -8.3086907;Protecção na parentalidade;7063
2014-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4387173, -8.3086907;Falecimento de familiar;101
2014-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4387173, -8.3086907;Por acidente em serviço ou doença profissional;456
2014-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4387173, -8.3086907;Por conta do período de férias;50
2014-04;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Por acidente em serviço ou doença profissional;249
2014-04;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Assistência a familiares;1
2014-04;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Por conta do período de férias;33
2014-04;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Greve;56
2014-04;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Injustificadas;0
2014-04;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Greve;71
2014-04;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Injustificadas;0
2014-04;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Com perda do vencimento;4
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Casamento;64
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Doença;13670
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Trabalhador-estudante;127
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Greve;548
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Casamento;82
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Com perda do vencimento;0
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Cumprimento de pena disciplinar;17
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Injustificadas;2
2014-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Falecimento de familiar;157
2014-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Trabalhador-estudante;244
2014-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Por conta do período de férias;66
2014-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Com perda do vencimento;0
2014-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Greve;1
2014-04;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;38.5658621, -7.9136262;Outras;530
2014-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Protecção na parentalidade;3186
2014-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Por conta do período de férias;190
2014-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Greve;0
2014-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Outras;2107
2014-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Casamento;15
2014-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Cumprimento de pena disciplinar;20
2014-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Falecimento de familiar;39
2014-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Cumprimento de pena disciplinar;0
2014-04;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Protecção na parentalidade;3087
2014-04;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Doença;7496
2014-04;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Assistência a familiares;109
2014-04;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Greve;456
2014-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Falecimento de familiar;331
2014-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Cumprimento de pena disciplinar;1
2014-04;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Por acidente em serviço ou doença profissional;865
2014-04;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Greve;162
2014-04;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Outras;4299
2014-04;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Casamento;45
2014-04;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Por acidente em serviço ou doença profissional;329
2014-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Assistência a familiares;104
2014-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Greve;0
2014-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Injustificadas;9
2014-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Casamento;16
2014-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Por acidente em serviço ou doença profissional;226
2014-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Com perda do vencimento;20
2014-04;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Doença;629
2014-04;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Por acidente em serviço ou doença profissional;0
2014-04;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Assistência a familiares;26
2014-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Protecção na parentalidade;964
2014-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Doença;1790
2014-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Injustificadas;0
2014-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Protecção na parentalidade;314
2014-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Por acidente em serviço ou doença profissional;88
2014-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Com perda do vencimento;0
2014-04;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Falecimento de familiar;61
2014-04;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Assistência a familiares;79
2014-04;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Com perda do vencimento;0
2014-04;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Greve;340
2014-04;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Greve;216
2014-04;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Por acidente em serviço ou doença profissional;17
2014-04;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Injustificadas;0
2014-04;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Assistência a familiares;0
2014-04;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Injustificadas;0
2014-04;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Outras;0
2014-04;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Protecção na parentalidade;5182
2014-04;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Falecimento de familiar;79
2014-04;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Com perda do vencimento;0
2014-04;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Greve;0
2014-04;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Injustificadas;0
2014-04;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Doença;253
2014-04;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Cumprimento de pena disciplinar;0
2014-04;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Outras;14
2014-04;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Casamento;15
2014-04;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Falecimento de familiar;20
2014-04;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Com perda do vencimento;1
2014-04;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Greve;0
2014-04;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Outras;2
2014-05;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Greve;0
2014-05;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Casamento;190
2014-05;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Doença;50941
2014-05;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Assistência a familiares;904
2014-05;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Outras;10044
2014-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Por conta do período de férias;241
2014-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Protecção na parentalidade;26100
2014-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Doença;38597
2014-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Injustificadas;341
2014-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Protecção na parentalidade;7788
2014-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Greve;74
2014-05;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Casamento;110
2014-05;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Protecção na parentalidade;6128
2014-05;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Casamento;44
2014-05;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Protecção na parentalidade;4762
2014-05;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Por acidente em serviço ou doença profissional;632
2014-05;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Assistência a familiares;215
2014-05;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Doença;3271
2014-05;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Outras;724
2014-05;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Com perda do vencimento;0
2014-05;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Com perda do vencimento;1
2014-05;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Greve;66
2014-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Casamento;0
2014-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Protecção na parentalidade;761
2014-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Doença;0
2014-05;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Casamento;16
2014-05;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Trabalhador-estudante;0
2014-05;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Por conta do período de férias;29
2014-05;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827, -9.1663422;Doença;1947
2014-05;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827, -9.1663422;Por conta do período de férias;325
2014-05;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827, -9.1663422;Com perda do vencimento;0
2014-05;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827, -9.1663422;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Por conta do período de férias;54
