freq;freq_label;sex;sex_label;unit;unit_label;age;age_label;geo;geo_label;time;time_label;value
A;Annual;T;Total;NR;Number;Y80-84;From 80 to 84 years;PT;Portugal;2017;2017;4942871
A;Annual;M;Males;NR;Number;Y80-84;From 80 to 84 years;PT;Portugal;2017;2017;4967262
A;Annual;F;Females;NR;Number;Y80-84;From 80 to 84 years;PT;Portugal;2017;2017;5020648
A;Annual;T;Total;NR;Number;Y85-89;From 85 to 89 years;PT;Portugal;2017;2017;5083568
A;Annual;M;Males;NR;Number;Y85-89;From 85 to 89 years;PT;Portugal;2017;2017;238563
A;Annual;F;Females;NR;Number;Y85-89;From 85 to 89 years;PT;Portugal;2017;2017;231268
A;Annual;T;Total;NR;Number;Y_GE85;85 years or over;PT;Portugal;2017;2017;224047
A;Annual;M;Males;NR;Number;Y_GE85;85 years or over;PT;Portugal;2017;2017;219197
A;Annual;F;Females;NR;Number;Y_GE85;85 years or over;PT;Portugal;2017;2017;217161
A;Annual;T;Total;NR;Number;Y_GE90;90 years or over;PT;Portugal;2017;2017;219201
A;Annual;M;Males;NR;Number;Y_GE90;90 years or over;PT;Portugal;2017;2017;221764
A;Annual;F;Females;NR;Number;Y_GE90;90 years or over;PT;Portugal;2017;2017;221865
A;Annual;T;Total;NR;Number;UNK;Unknown;PT;Portugal;2017;2017;218686
A;Annual;M;Males;NR;Number;UNK;Unknown;PT;Portugal;2017;2017;219895
A;Annual;F;Females;NR;Number;UNK;Unknown;PT;Portugal;2017;2017;221121
A;Annual;T;Total;NR;Number;TOTAL;Total;PT;Portugal;2018;2018;262647
A;Annual;M;Males;NR;Number;TOTAL;Total;PT;Portugal;2018;2018;258595
A;Annual;F;Females;NR;Number;TOTAL;Total;PT;Portugal;2018;2018;254887
A;Annual;T;Total;NR;Number;Y_LT5;Less than 5 years;PT;Portugal;2018;2018;252496
A;Annual;M;Males;NR;Number;Y_LT5;Less than 5 years;PT;Portugal;2018;2018;248083
A;Annual;F;Females;NR;Number;Y_LT5;Less than 5 years;PT;Portugal;2018;2018;238601
A;Annual;T;Total;NR;Number;Y5-9;From 5 to 9 years;PT;Portugal;2018;2018;232075
A;Annual;M;Males;NR;Number;Y5-9;From 5 to 9 years;PT;Portugal;2018;2018;225547
A;Annual;F;Females;NR;Number;Y5-9;From 5 to 9 years;PT;Portugal;2018;2018;222328
