geocod;geodsg;dim_3;dim_3_t;dim_4;dim_4_t;ind_string;valor;periodo
16E0617;Vila Nova de Poiares;2;M;72;65 - 69 anos;251;251;2023
16G1810;Oliveira de Frades;2;M;92;85 e mais anos;251;251;2023
16H0507;Penamacor;T;HM;52;45 - 49 anos;251;251;2023
16I1420;Vila Nova da Barquinha;1;H;51;40 - 44 anos;251;251;2023
16J0908;Manteigas;T;HM;81;70 - 74 anos;251;251;2023
1840206;Castro Verde;2;M;72;65 - 69 anos;251;251;2023
1870714;Vila Viçosa;2;M;81;70 - 74 anos;251;251;2023
1111610;Vila Nova de Cerveira;2;M;42;35 - 39 anos;252;252;2023
1120310;Terras de Bouro;2;M;62;55 - 59 anos;252;252;2023
1190304;Cabeceiras de Basto;1;H;11;0 - 4 anos;252;252;2023
11B1706;Montalegre;T;HM;12;5 - 9 anos;252;252;2023
11D1820;Tarouca;1;H;72;65 - 69 anos;252;252;2023
1500809;Monchique;1;H;72;65 - 69 anos;252;252;2023
16E0615;Soure;1;H;11;0 - 4 anos;252;252;2023
16G1811;Penalva do Castelo;1;H;81;70 - 74 anos;252;252;2023
16I1411;Ferreira do Zêzere;2;M;52;45 - 49 anos;252;252;2023
16I1420;Vila Nova da Barquinha;2;M;82;75 - 79 anos;252;252;2023
16J0911;Sabugal;2;M;51;40 - 44 anos;252;252;2023
1840207;Cuba;T;HM;82;75 - 79 anos;252;252;2023
3003107;Ribeira Brava;1;H;12;5 - 9 anos;252;252;2023
1111602;Caminha;1;H;92;85 e mais anos;253;253;2023
1111603;Melgaço;T;HM;32;25 - 29 anos;253;253;2023
11D0403;Carrazeda de Ansiães;2;M;81;70 - 74 anos;253;253;2023
11D1701;Alijó;1;H;42;35 - 39 anos;253;253;2023
11D1710;Sabrosa;T;HM;22;15 - 19 anos;253;253;2023
11D1801;Armamar;T;HM;42;35 - 39 anos;253;253;2023
11D1807;Moimenta da Beira;2;M;31;20 - 24 anos;253;253;2023
11E0412;Vinhais;2;M;62;55 - 59 anos;253;253;2023
16B1112;Sobral de Monte Agraço;1;H;81;70 - 74 anos;253;253;2023
16E0606;Góis;T;HM;62;55 - 59 anos;253;253;2023
16G1810;Oliveira de Frades;1;H;81;70 - 74 anos;253;253;2023
16I1411;Ferreira do Zêzere;1;H;52;45 - 49 anos;253;253;2023
16J0906;Gouveia;2;M;42;35 - 39 anos;253;253;2023
16J0908;Manteigas;T;HM;71;60 - 64 anos;253;253;2023
1811505;Grândola;1;H;92;85 e mais anos;253;253;2023
1840202;Almodôvar;1;H;52;45 - 49 anos;253;253;2023
1840202;Almodôvar;2;M;72;65 - 69 anos;253;253;2023
1840212;Ourique;T;HM;91;80 - 84 anos;253;253;2023
1870702;Arraiolos;2;M;52;45 - 49 anos;253;253;2023
2004206;Vila Franca do Campo;1;H;12;5 - 9 anos;253;253;2023
3003110;São Vicente;T;HM;32;25 - 29 anos;253;253;2023
3003201;Porto Santo;1;H;62;55 - 59 anos;253;253;2023
1111606;Ponte da Barca;1;H;22;15 - 19 anos;254;254;2023
1120310;Terras de Bouro;2;M;72;65 - 69 anos;254;254;2023
11C0106;Castelo de Paiva;1;H;82;75 - 79 anos;254;254;2023
11C1813;Resende;1;H;42;35 - 39 anos;254;254;2023
11D0404;Freixo de Espada à Cinta;T;HM;92;85 e mais anos;254;254;2023
11D1704;Mesão Frio;T;HM;81;70 - 74 anos;254;254;2023
1500812;São Brás de Alportel;2;M;21;10 - 14 anos;254;254;2023
16E0614;Penela;T;HM;22;15 - 19 anos;254;254;2023
16G1817;Sátão;1;H;22;15 - 19 anos;254;254;2023
16G1824;Vouzela;1;H;42;35 - 39 anos;254;254;2023
16I1420;Vila Nova da Barquinha;2;M;72;65 - 69 anos;254;254;2023
16J0906;Gouveia;1;H;41;30 - 34 anos;254;254;2023
16J0906;Gouveia;1;H;42;35 - 39 anos;254;254;2023
16J0910;Pinhel;2;M;61;50 - 54 anos;254;254;2023
1840207;Cuba;T;HM;42;35 - 39 anos;254;254;2023
1861206;Crato;T;HM;92;85 e mais anos;254;254;2023
1861212;Nisa;T;HM;51;40 - 44 anos;254;254;2023
2004202;Nordeste;T;HM;41;30 - 34 anos;254;254;2023
11D1819;Tabuaço;T;HM;42;35 - 39 anos;255;255;2023
11E0411;Vimioso;T;HM;62;55 - 59 anos;255;255;2023
11E0412;Vinhais;T;HM;32;25 - 29 anos;255;255;2023
1500812;São Brás de Alportel;2;M;31;20 - 24 anos;255;255;2023
1500815;Vila do Bispo;T;HM;32;25 - 29 anos;255;255;2023
16E0601;Arganil;2;M;32;25 - 29 anos;255;255;2023
16G1809;Nelas;2;M;12;5 - 9 anos;255;255;2023
16G1810;Oliveira de Frades;1;H;41;30 - 34 anos;255;255;2023
16I1420;Vila Nova da Barquinha;1;H;52;45 - 49 anos;255;255;2023
16J0902;Almeida;1;H;72;65 - 69 anos;255;255;2023
16J0902;Almeida;2;M;72;65 - 69 anos;255;255;2023
16J0911;Sabugal;T;HM;11;0 - 4 anos;255;255;2023
1811501;Alcácer do Sal;2;M;42;35 - 39 anos;255;255;2023
1851404;Alpiarça;T;HM;11;0 - 4 anos;255;255;2023
1861201;Alter do Chão;T;HM;92;85 e mais anos;255;255;2023
1870711;Reguengos de Monsaraz;1;H;81;70 - 74 anos;255;255;2023
2004601;Lajes do Pico;T;HM;42;35 - 39 anos;255;255;2023
3003110;São Vicente;T;HM;22;15 - 19 anos;255;255;2023
1191705;Mondim de Basto;1;H;61;50 - 54 anos;256;256;2023
11B1709;Ribeira de Pena;T;HM;32;25 - 29 anos;256;256;2023
11B1712;Valpaços;2;M;22;15 - 19 anos;256;256;2023
11D0409;Torre de Moncorvo;2;M;91;80 - 84 anos;256;256;2023
11D1701;Alijó;1;H;31;20 - 24 anos;256;256;2023
1500815;Vila do Bispo;T;HM;22;15 - 19 anos;256;256;2023
16E0607;Lousã;1;H;91;80 - 84 anos;256;256;2023
16F1013;Pedrógão Grande;T;HM;61;50 - 54 anos;256;256;2023
16G0901;Aguiar da Beira;2;M;72;65 - 69 anos;256;256;2023
16G1811;Penalva do Castelo;1;H;82;75 - 79 anos;256;256;2023
16J0905;Fornos de Algodres;T;HM;52;45 - 49 anos;256;256;2023
1840206;Castro Verde;1;H;61;50 - 54 anos;256;256;2023
1840208;Ferreira do Alentejo;1;H;32;25 - 29 anos;256;256;2023
1840208;Ferreira do Alentejo;2;M;62;55 - 59 anos;256;256;2023
1840210;Moura;1;H;82;75 - 79 anos;256;256;2023
1861204;Campo Maior;1;H;31;20 - 24 anos;256;256;2023
1870707;Mora;T;HM;52;45 - 49 anos;256;256;2023
1870711;Reguengos de Monsaraz;1;H;42;35 - 39 anos;256;256;2023
2004602;Madalena;1;H;71;60 - 64 anos;256;256;2023
3003105;Ponta do Sol;1;H;42;35 - 39 anos;256;256;2023
3003109;Santana;1;H;71;60 - 64 anos;256;256;2023
3003201;Porto Santo;2;M;62;55 - 59 anos;256;256;2023
1111606;Ponte da Barca;2;M;22;15 - 19 anos;257;257;2023
1111608;Valença;1;H;11;0 - 4 anos;257;257;2023
1190311;Vieira do Minho;1;H;22;15 - 19 anos;257;257;2023
11D0409;Torre de Moncorvo;T;HM;32;25 - 29 anos;257;257;2023
11D1707;Murça;T;HM;31;20 - 24 anos;257;257;2023
11D1820;Tarouca;2;M;51;40 - 44 anos;257;257;2023
16F1002;Alvaiázere;2;M;62;55 - 59 anos;257;257;2023
16F1002;Alvaiázere;2;M;72;65 - 69 anos;257;257;2023
16I1420;Vila Nova da Barquinha;2;M;51;40 - 44 anos;257;257;2023
16J0903;Celorico da Beira;1;H;81;70 - 74 anos;257;257;2023
1811505;Grândola;1;H;91;80 - 84 anos;257;257;2023
1861204;Campo Maior;2;M;72;65 - 69 anos;257;257;2023
1870704;Estremoz;1;H;12;5 - 9 anos;257;257;2023
1870709;Portel;T;HM;22;15 - 19 anos;257;257;2023
3003110;São Vicente;T;HM;31;20 - 24 anos;257;257;2023
11D0409;Torre de Moncorvo;1;H;82;75 - 79 anos;258;258;2023
11D1708;Peso da Régua;2;M;21;10 - 14 anos;258;258;2023
11D1801;Armamar;2;M;71;60 - 64 anos;258;258;2023
11E0410;Vila Flor;2;M;81;70 - 74 anos;258;258;2023
1500804;Castro Marim;2;M;61;50 - 54 anos;258;258;2023
1500809;Monchique;T;HM;42;35 - 39 anos;258;258;2023
16B1012;Óbidos;2;M;12;5 - 9 anos;258;258;2023
16E0616;Tábua;2;M;22;15 - 19 anos;258;258;2023
16E0617;Vila Nova de Poiares;2;M;62;55 - 59 anos;258;258;2023
16F1002;Alvaiázere;T;HM;22;15 - 19 anos;258;258;2023
16F1003;Ansião;1;H;22;15 - 19 anos;258;258;2023
16G1811;Penalva do Castelo;T;HM;41;30 - 34 anos;258;258;2023
16J0906;Gouveia;2;M;22;15 - 19 anos;258;258;2023
16J0913;Trancoso;T;HM;21;10 - 14 anos;258;258;2023
1861204;Campo Maior;1;H;62;55 - 59 anos;258;258;2023
1870702;Arraiolos;1;H;52;45 - 49 anos;258;258;2023
1870703;Borba;1;H;71;60 - 64 anos;258;258;2023
1870711;Reguengos de Monsaraz;1;H;31;20 - 24 anos;258;258;2023
1870714;Vila Viçosa;1;H;52;45 - 49 anos;258;258;2023
1870714;Vila Viçosa;T;HM;12;5 - 9 anos;258;258;2023
2004603;São Roque do Pico;T;HM;52;45 - 49 anos;258;258;2023
3003110;São Vicente;T;HM;41;30 - 34 anos;258;258;2023
1111606;Ponte da Barca;2;M;41;30 - 34 anos;259;259;2023
1120310;Terras de Bouro;1;H;72;65 - 69 anos;259;259;2023
11D1701;Alijó;2;M;42;35 - 39 anos;259;259;2023
11D1710;Sabrosa;T;HM;41;30 - 34 anos;259;259;2023
11D1807;Moimenta da Beira;2;M;42;35 - 39 anos;259;259;2023
1500812;São Brás de Alportel;2;M;22;15 - 19 anos;259;259;2023
16D0117;Sever do Vouga;2;M;42;35 - 39 anos;259;259;2023
16G0901;Aguiar da Beira;2;M;92;85 e mais anos;259;259;2023
16I1411;Ferreira do Zêzere;T;HM;11;0 - 4 anos;259;259;2023
16I1413;Mação;2;M;72;65 - 69 anos;259;259;2023
16I1413;Mação;T;HM;41;30 - 34 anos;259;259;2023
1840209;Mértola;1;H;72;65 - 69 anos;259;259;2023
1861204;Campo Maior;1;H;51;40 - 44 anos;259;259;2023
1870704;Estremoz;2;M;32;25 - 29 anos;259;259;2023
1870714;Vila Viçosa;1;H;72;65 - 69 anos;259;259;2023
2004205;Ribeira Grande;2;M;91;80 - 84 anos;259;259;2023
2004501;Calheta;T;HM;51;40 - 44 anos;259;259;2023
2004502;Velas;T;HM;81;70 - 74 anos;259;259;2023
1111605;Paredes de Coura;1;H;81;70 - 74 anos;260;260;2023
11B1713;Vila Pouca de Aguiar;1;H;32;25 - 29 anos;260;260;2023
11B1713;Vila Pouca de Aguiar;T;HM;11;0 - 4 anos;260;260;2023
11C1813;Resende;2;M;82;75 - 79 anos;260;260;2023
1500812;São Brás de Alportel;1;H;32;25 - 29 anos;260;260;2023
1500815;Vila do Bispo;T;HM;11;0 - 4 anos;260;260;2023
16B1112;Sobral de Monte Agraço;2;M;11;0 - 4 anos;260;260;2023
16G1822;Vila Nova de Paiva;T;HM;51;40 - 44 anos;260;260;2023
16G1824;Vouzela;1;H;32;25 - 29 anos;260;260;2023
16H0506;Oleiros;T;HM;61;50 - 54 anos;260;260;2023
16J0913;Trancoso;2;M;61;50 - 54 anos;260;260;2023
1840201;Aljustrel;1;H;42;35 - 39 anos;260;260;2023
1851407;Chamusca;2;M;91;80 - 84 anos;260;260;2023
1861203;Avis;T;HM;62;55 - 59 anos;260;260;2023
1861205;Castelo de Vide;T;HM;92;85 e mais anos;260;260;2023
1861206;Crato;T;HM;71;60 - 64 anos;260;260;2023
1870701;Alandroal;T;HM;42;35 - 39 anos;260;260;2023
1870703;Borba;T;HM;12;5 - 9 anos;260;260;2023
1870707;Mora;T;HM;82;75 - 79 anos;260;260;2023
1870707;Mora;T;HM;91;80 - 84 anos;260;260;2023
1870712;Vendas Novas;2;M;41;30 - 34 anos;260;260;2023
2004101;Vila do Porto;T;HM;81;70 - 74 anos;260;260;2023
2004602;Madalena;T;HM;82;75 - 79 anos;260;260;2023
3003107;Ribeira Brava;2;M;12;5 - 9 anos;260;260;2023
1111605;Paredes de Coura;1;H;82;75 - 79 anos;261;261;2023
1111605;Paredes de Coura;T;HM;11;0 - 4 anos;261;261;2023
1111606;Ponte da Barca;1;H;41;30 - 34 anos;261;261;2023
1190309;Póvoa de Lanhoso;1;H;92;85 e mais anos;261;261;2023
11B1709;Ribeira de Pena;T;HM;22;15 - 19 anos;261;261;2023
11B1712;Valpaços;2;M;41;30 - 34 anos;261;261;2023
11B1713;Vila Pouca de Aguiar;2;M;41;30 - 34 anos;261;261;2023
11C0106;Castelo de Paiva;2;M;91;80 - 84 anos;261;261;2023
11C0305;Celorico de Basto;1;H;92;85 e mais anos;261;261;2023
11D1819;Tabuaço;T;HM;31;20 - 24 anos;261;261;2023
11E0406;Miranda do Douro;2;M;71;60 - 64 anos;261;261;2023
11E0412;Vinhais;1;H;91;80 - 84 anos;261;261;2023
16E0617;Vila Nova de Poiares;1;H;62;55 - 59 anos;261;261;2023
16E0617;Vila Nova de Poiares;2;M;51;40 - 44 anos;261;261;2023
16G1803;Castro Daire;1;H;21;10 - 14 anos;261;261;2023
16G1814;Santa Comba Dão;1;H;42;35 - 39 anos;261;261;2023
16H0511;Vila Velha de Ródão;2;M;92;85 e mais anos;261;261;2023
16I1408;Constância;T;HM;72;65 - 69 anos;261;261;2023
16I1411;Ferreira do Zêzere;1;H;81;70 - 74 anos;261;261;2023
16I1417;Sardoal;T;HM;62;55 - 59 anos;261;261;2023
16J0501;Belmonte;2;M;71;60 - 64 anos;261;261;2023
1811501;Alcácer do Sal;1;H;32;25 - 29 anos;261;261;2023
1811505;Grândola;2;M;12;5 - 9 anos;261;261;2023
1840201;Aljustrel;1;H;41;30 - 34 anos;261;261;2023
1840214;Vidigueira;T;HM;21;10 - 14 anos;261;261;2023
1861209;Gavião;T;HM;71;60 - 64 anos;261;261;2023
1870702;Arraiolos;2;M;71;60 - 64 anos;261;261;2023
2004302;Vila da Praia da Vitória;2;M;92;85 e mais anos;261;261;2023
2004603;São Roque do Pico;T;HM;62;55 - 59 anos;261;261;2023
1111606;Ponte da Barca;2;M;32;25 - 29 anos;262;262;2023
1191705;Mondim de Basto;1;H;71;60 - 64 anos;262;262;2023
11C1804;Cinfães;1;H;92;85 e mais anos;262;262;2023
11D1710;Sabrosa;T;HM;31;20 - 24 anos;262;262;2023
16B1012;Óbidos;2;M;11;0 - 4 anos;262;262;2023
16B1104;Cadaval;1;H;11;0 - 4 anos;262;262;2023
16B1104;Cadaval;1;H;12;5 - 9 anos;262;262;2023
16E0606;Góis;T;HM;82;75 - 79 anos;262;262;2023
16E0608;Mira;2;M;21;10 - 14 anos;262;262;2023
16E0613;Penacova;1;H;42;35 - 39 anos;262;262;2023
16F1002;Alvaiázere;2;M;71;60 - 64 anos;262;262;2023
16F1002;Alvaiázere;2;M;82;75 - 79 anos;262;262;2023
16G1816;São Pedro do Sul;1;H;12;5 - 9 anos;262;262;2023
16J0501;Belmonte;T;HM;31;20 - 24 anos;262;262;2023
16J0909;Mêda;T;HM;52;45 - 49 anos;262;262;2023
1840208;Ferreira do Alentejo;1;H;62;55 - 59 anos;262;262;2023
1840209;Mértola;1;H;71;60 - 64 anos;262;262;2023
1840209;Mértola;2;M;81;70 - 74 anos;262;262;2023
1840213;Serpa;2;M;12;5 - 9 anos;262;262;2023
1851404;Alpiarça;2;M;62;55 - 59 anos;262;262;2023
1851412;Golegã;T;HM;32;25 - 29 anos;262;262;2023
2004202;Nordeste;T;HM;72;65 - 69 anos;262;262;2023
3003105;Ponta do Sol;2;M;31;20 - 24 anos;262;262;2023
1190311;Vieira do Minho;2;M;41;30 - 34 anos;263;263;2023
1191705;Mondim de Basto;1;H;72;65 - 69 anos;263;263;2023
11C1813;Resende;1;H;32;25 - 29 anos;263;263;2023
11C1813;Resende;2;M;31;20 - 24 anos;263;263;2023
11D0403;Carrazeda de Ansiães;2;M;72;65 - 69 anos;263;263;2023
11D1801;Armamar;T;HM;32;25 - 29 anos;263;263;2023
11D1815;São João da Pesqueira;1;H;72;65 - 69 anos;263;263;2023
11E0410;Vila Flor;2;M;72;65 - 69 anos;263;263;2023
11E0410;Vila Flor;T;HM;41;30 - 34 anos;263;263;2023
1500804;Castro Marim;T;HM;12;5 - 9 anos;263;263;2023
1500809;Monchique;T;HM;91;80 - 84 anos;263;263;2023
16D0117;Sever do Vouga;2;M;31;20 - 24 anos;263;263;2023
16E0601;Arganil;1;H;91;80 - 84 anos;263;263;2023
16E0613;Penacova;2;M;42;35 - 39 anos;263;263;2023
16E0614;Penela;T;HM;41;30 - 34 anos;263;263;2023
16G1802;Carregal do Sal;1;H;61;50 - 54 anos;263;263;2023
16I0510;Vila de Rei;T;HM;81;70 - 74 anos;263;263;2023
16I1413;Mação;T;HM;31;20 - 24 anos;263;263;2023
16I1420;Vila Nova da Barquinha;1;H;61;50 - 54 anos;263;263;2023
1840214;Vidigueira;T;HM;82;75 - 79 anos;263;263;2023
1861213;Ponte de Sor;2;M;11;0 - 4 anos;263;263;2023
2004202;Nordeste;T;HM;22;15 - 19 anos;263;263;2023
2004501;Calheta;T;HM;61;50 - 54 anos;263;263;2023
2004602;Madalena;1;H;61;50 - 54 anos;263;263;2023
11D0914;Vila Nova de Foz Côa;2;M;81;70 - 74 anos;264;264;2023
11D1815;São João da Pesqueira;T;HM;21;10 - 14 anos;264;264;2023
11D1818;Sernancelhe;T;HM;42;35 - 39 anos;264;264;2023
1500804;Castro Marim;1;H;72;65 - 69 anos;264;264;2023
16D0117;Sever do Vouga;1;H;42;35 - 39 anos;264;264;2023
16E0608;Mira;2;M;22;15 - 19 anos;264;264;2023
16G1811;Penalva do Castelo;1;H;52;45 - 49 anos;264;264;2023
16H0508;Proença-a-Nova;T;HM;41;30 - 34 anos;264;264;2023
16I1413;Mação;2;M;71;60 - 64 anos;264;264;2023
1840206;Castro Verde;2;M;71;60 - 64 anos;264;264;2023
1840206;Castro Verde;T;HM;11;0 - 4 anos;264;264;2023
1840213;Serpa;2;M;11;0 - 4 anos;264;264;2023
1851404;Alpiarça;2;M;61;50 - 54 anos;264;264;2023
11B1709;Ribeira de Pena;1;H;72;65 - 69 anos;265;265;2023
11B1713;Vila Pouca de Aguiar;1;H;91;80 - 84 anos;265;265;2023
11C1813;Resende;1;H;51;40 - 44 anos;265;265;2023
11D1707;Murça;T;HM;91;80 - 84 anos;265;265;2023
11D1711;Santa Marta de Penaguião;2;M;71;60 - 64 anos;265;265;2023
11D1815;São João da Pesqueira;1;H;61;50 - 54 anos;265;265;2023
11D1818;Sernancelhe;1;H;71;60 - 64 anos;265;265;2023
11E0406;Miranda do Douro;2;M;82;75 - 79 anos;265;265;2023
11E0408;Mogadouro;T;HM;22;15 - 19 anos;265;265;2023
1500804;Castro Marim;T;HM;11;0 - 4 anos;265;265;2023
1500804;Castro Marim;T;HM;21;10 - 14 anos;265;265;2023
1500815;Vila do Bispo;T;HM;12;5 - 9 anos;265;265;2023
16D0117;Sever do Vouga;2;M;91;80 - 84 anos;265;265;2023
16E0613;Penacova;2;M;22;15 - 19 anos;265;265;2023
16E0615;Soure;2;M;12;5 - 9 anos;265;265;2023
16E0616;Tábua;1;H;32;25 - 29 anos;265;265;2023
16E1808;Mortágua;2;M;61;50 - 54 anos;265;265;2023
16F1004;Batalha;1;H;91;80 - 84 anos;265;265;2023
16G1810;Oliveira de Frades;2;M;32;25 - 29 anos;265;265;2023
16G1814;Santa Comba Dão;1;H;32;25 - 29 anos;265;265;2023
16J0910;Pinhel;1;H;82;75 - 79 anos;265;265;2023
1861204;Campo Maior;2;M;71;60 - 64 anos;265;265;2023
1861204;Campo Maior;T;HM;91;80 - 84 anos;265;265;2023
1870704;Estremoz;1;H;21;10 - 14 anos;265;265;2023
1870704;Estremoz;1;H;22;15 - 19 anos;265;265;2023
2004401;Santa Cruz da Graciosa;T;HM;62;55 - 59 anos;265;265;2023
3003105;Ponta do Sol;2;M;22;15 - 19 anos;265;265;2023
3003107;Ribeira Brava;2;M;92;85 e mais anos;265;265;2023
1111602;Caminha;2;M;11;0 - 4 anos;266;266;2023
1111608;Valença;2;M;12;5 - 9 anos;266;266;2023
1111610;Vila Nova de Cerveira;1;H;22;15 - 19 anos;266;266;2023
1111610;Vila Nova de Cerveira;1;H;31;20 - 24 anos;266;266;2023
1111610;Vila Nova de Cerveira;1;H;71;60 - 64 anos;266;266;2023
11B1709;Ribeira de Pena;T;HM;91;80 - 84 anos;266;266;2023
11D1818;Sernancelhe;T;HM;41;30 - 34 anos;266;266;2023
16F1003;Ansião;1;H;41;30 - 34 anos;266;266;2023
16F1008;Figueiró dos Vinhos;T;HM;51;40 - 44 anos;266;266;2023
1840201;Aljustrel;2;M;82;75 - 79 anos;266;266;2023
1840206;Castro Verde;1;H;62;55 - 59 anos;266;266;2023
1861209;Gavião;T;HM;82;75 - 79 anos;266;266;2023
1870702;Arraiolos;1;H;61;50 - 54 anos;266;266;2023
1870702;Arraiolos;T;HM;91;80 - 84 anos;266;266;2023
1870703;Borba;2;M;71;60 - 64 anos;266;266;2023
1870703;Borba;T;HM;32;25 - 29 anos;266;266;2023
1870712;Vendas Novas;1;H;21;10 - 14 anos;266;266;2023
2004501;Calheta;T;HM;62;55 - 59 anos;266;266;2023
11D0914;Vila Nova de Foz Côa;1;H;71;60 - 64 anos;267;267;2023
11D1818;Sernancelhe;2;M;71;60 - 64 anos;267;267;2023
16E0601;Arganil;1;H;32;25 - 29 anos;267;267;2023
16E0601;Arganil;1;H;41;30 - 34 anos;267;267;2023
16E0606;Góis;T;HM;61;50 - 54 anos;267;267;2023
16E0616;Tábua;1;H;22;15 - 19 anos;267;267;2023
16E1808;Mortágua;2;M;51;40 - 44 anos;267;267;2023
16F1003;Ansião;1;H;92;85 e mais anos;267;267;2023
16G1814;Santa Comba Dão;1;H;31;20 - 24 anos;267;267;2023
16I0510;Vila de Rei;2;M;92;85 e mais anos;267;267;2023
16J0501;Belmonte;1;H;71;60 - 64 anos;267;267;2023
16J0501;Belmonte;T;HM;41;30 - 34 anos;267;267;2023
1811505;Grândola;2;M;11;0 - 4 anos;267;267;2023
1840208;Ferreira do Alentejo;2;M;52;45 - 49 anos;267;267;2023
1861212;Nisa;2;M;82;75 - 79 anos;267;267;2023
2004602;Madalena;2;M;52;45 - 49 anos;267;267;2023
3003109;Santana;T;HM;41;30 - 34 anos;267;267;2023
1111605;Paredes de Coura;1;H;51;40 - 44 anos;268;268;2023
11B1712;Valpaços;1;H;32;25 - 29 anos;268;268;2023
11C1804;Cinfães;2;M;12;5 - 9 anos;268;268;2023
11D0409;Torre de Moncorvo;T;HM;41;30 - 34 anos;268;268;2023
11D1815;São João da Pesqueira;2;M;62;55 - 59 anos;268;268;2023
11E0408;Mogadouro;1;H;82;75 - 79 anos;268;268;2023
1500812;São Brás de Alportel;2;M;32;25 - 29 anos;268;268;2023
16E0613;Penacova;1;H;41;30 - 34 anos;268;268;2023
16F1002;Alvaiázere;T;HM;31;20 - 24 anos;268;268;2023
16G1809;Nelas;1;H;91;80 - 84 anos;268;268;2023
16G1810;Oliveira de Frades;1;H;32;25 - 29 anos;268;268;2023
16J0904;Figueira de Castelo Rodrigo;T;HM;51;40 - 44 anos;268;268;2023
1840202;Almodôvar;2;M;81;70 - 74 anos;268;268;2023
1840207;Cuba;T;HM;72;65 - 69 anos;268;268;2023
1840208;Ferreira do Alentejo;2;M;71;60 - 64 anos;268;268;2023
1840210;Moura;2;M;41;30 - 34 anos;268;268;2023
1840214;Vidigueira;T;HM;32;25 - 29 anos;268;268;2023
1861215;Sousel;T;HM;82;75 - 79 anos;268;268;2023
1870703;Borba;T;HM;21;10 - 14 anos;268;268;2023
1870709;Portel;T;HM;92;85 e mais anos;268;268;2023
11B1713;Vila Pouca de Aguiar;2;M;31;20 - 24 anos;269;269;2023
11C1302;Baião;1;H;11;0 - 4 anos;269;269;2023
11D1807;Moimenta da Beira;1;H;82;75 - 79 anos;269;269;2023
11E0408;Mogadouro;1;H;61;50 - 54 anos;269;269;2023
16D0117;Sever do Vouga;1;H;22;15 - 19 anos;269;269;2023
16E0616;Tábua;1;H;31;20 - 24 anos;269;269;2023
16F1003;Ansião;1;H;32;25 - 29 anos;269;269;2023
16G1802;Carregal do Sal;1;H;51;40 - 44 anos;269;269;2023
16G1802;Carregal do Sal;2;M;91;80 - 84 anos;269;269;2023
16H0505;Idanha-a-Nova;2;M;52;45 - 49 anos;269;269;2023
16H0511;Vila Velha de Ródão;T;HM;72;65 - 69 anos;269;269;2023
16I1420;Vila Nova da Barquinha;2;M;61;50 - 54 anos;269;269;2023
16J0913;Trancoso;1;H;81;70 - 74 anos;269;269;2023
1840201;Aljustrel;2;M;92;85 e mais anos;269;269;2023
1851404;Alpiarça;2;M;72;65 - 69 anos;269;269;2023
1861207;Elvas;1;H;91;80 - 84 anos;269;269;2023
1870714;Vila Viçosa;2;M;61;50 - 54 anos;269;269;2023
2004603;São Roque do Pico;T;HM;51;40 - 44 anos;269;269;2023
3003201;Porto Santo;T;HM;81;70 - 74 anos;269;269;2023
1190311;Vieira do Minho;1;H;42;35 - 39 anos;270;270;2023
11A0104;Arouca;1;H;91;80 - 84 anos;270;270;2023
11B1712;Valpaços;2;M;32;25 - 29 anos;270;270;2023
11C1804;Cinfães;1;H;91;80 - 84 anos;270;270;2023
16D0112;Murtosa;1;H;12;5 - 9 anos;270;270;2023
16F1013;Pedrógão Grande;T;HM;62;55 - 59 anos;270;270;2023
16H0508;Proença-a-Nova;1;H;82;75 - 79 anos;270;270;2023
16J0903;Celorico da Beira;2;M;82;75 - 79 anos;270;270;2023
16J0912;Seia;2;M;11;0 - 4 anos;270;270;2023
16J0913;Trancoso;1;H;52;45 - 49 anos;270;270;2023
1840202;Almodôvar;T;HM;21;10 - 14 anos;270;270;2023
1851406;Cartaxo;1;H;92;85 e mais anos;270;270;2023
1861204;Campo Maior;2;M;51;40 - 44 anos;270;270;2023
1861215;Sousel;T;HM;81;70 - 74 anos;270;270;2023
1870711;Reguengos de Monsaraz;2;M;82;75 - 79 anos;270;270;2023
3003101;Calheta;1;H;41;30 - 34 anos;270;270;2023
1111602;Caminha;1;H;11;0 - 4 anos;271;271;2023
1111606;Ponte da Barca;2;M;31;20 - 24 anos;271;271;2023
1111610;Vila Nova de Cerveira;2;M;92;85 e mais anos;271;271;2023
11C1302;Baião;2;M;12;5 - 9 anos;271;271;2023
11C1804;Cinfães;2;M;11;0 - 4 anos;271;271;2023
11D0914;Vila Nova de Foz Côa;2;M;92;85 e mais anos;271;271;2023
11D1801;Armamar;1;H;71;60 - 64 anos;271;271;2023
11D1807;Moimenta da Beira;2;M;91;80 - 84 anos;271;271;2023
16B1005;Bombarral;2;M;11;0 - 4 anos;271;271;2023
16B1005;Bombarral;2;M;12;5 - 9 anos;271;271;2023
16E0617;Vila Nova de Poiares;1;H;61;50 - 54 anos;271;271;2023
16E1808;Mortágua;1;H;62;55 - 59 anos;271;271;2023
16F1003;Ansião;2;M;41;30 - 34 anos;271;271;2023
16I1413;Mação;2;M;82;75 - 79 anos;271;271;2023
16J0911;Sabugal;2;M;61;50 - 54 anos;271;271;2023
1811501;Alcácer do Sal;1;H;31;20 - 24 anos;271;271;2023
1811501;Alcácer do Sal;1;H;42;35 - 39 anos;271;271;2023
1851404;Alpiarça;2;M;52;45 - 49 anos;271;271;2023
1870701;Alandroal;T;HM;82;75 - 79 anos;271;271;2023
