geocod,geodsg,dim_3,dim_3_t,sinal_conv,sinal_conv_desc,ind_string,periodo,valor
PTAVE,Aveiro,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTCAL,Calheta,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTCDP,Cais do Pico,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTCNL,Caniçal,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTFAO,Faro,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTFDF,Figueira da Foz,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTFNC,Funchal,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTHOR,Horta,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTLAJ,Lajes das Flores,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTLDP,Lajes do Pico,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTLEI,Leixões,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",,,5,2023,5
PTLIS,Lisboa,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",,,1 209,2023,1209
PTMAD,Madalena,19,"Mercadorias não identificáveis: mercadorias que, por determinado motivo, não podem ser identificadas e, por conseguinte, não se podem classificar num dos grupos de 01 a 16.",-,Dado nulo ou não aplicável,-,2023,
PTOPO,Douro,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTPDL,Ponta Delgada,20,Outras mercadorias n.e.,,,59 888,2023,59888
PTPRG,Praia da Graciosa,20,Outras mercadorias n.e.,,,796,2023,796
PTPRM,Portimão,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTPRV,Praia da Vitória,20,Outras mercadorias n.e.,,,62 770,2023,62770
PTPXO,Porto Santo,20,Outras mercadorias n.e.,,,56,2023,56
PTSCF,Santa Cruz das Flores,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PT888,Outros portos de Portugal,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTSCG,Santa Cruz da Graciosa,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTSET,Setúbal,20,Outras mercadorias n.e.,,,1 600,2023,1600
PTSIN,Sines,20,Outras mercadorias n.e.,,,9 132,2023,9132
PTVDC,Viana do Castelo,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTVDP,Vila do Porto,20,Outras mercadorias n.e.,,,2 107,2023,2107
PTVEL,Velas,20,Outras mercadorias n.e.,,,1 809,2023,1809
PTVNC,Vila Nova do Corvo,20,Outras mercadorias n.e.,,,1 194,2023,1194
PTVRE,Vila Real de Santo António,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
A,Região Autónoma dos Açores,20,Outras mercadorias n.e.,,,137 119,2023,137119
C,Continente,20,Outras mercadorias n.e.,,,526 088,2023,526088
M,Região Autónoma da Madeira,20,Outras mercadorias n.e.,,,7 498,2023,7498
P,Portugal,20,Outras mercadorias n.e.,,,670 705,2023,670705
PT88P,Instalações offshore de Portugal,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTADH,Angra do Heroísmo,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTAVE,Aveiro,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTCAL,Calheta,20,Outras mercadorias n.e.,,,511,2023,511
PTCDP,Cais do Pico,20,Outras mercadorias n.e.,,,1 335,2023,1335
PTCNL,Caniçal,20,Outras mercadorias n.e.,,,7 442,2023,7442
PTFAO,Faro,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTFDF,Figueira da Foz,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTFNC,Funchal,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTHOR,Horta,20,Outras mercadorias n.e.,,,5 385,2023,5385
PTLAJ,Lajes das Flores,20,Outras mercadorias n.e.,,,1 322,2023,1322
PTLDP,Lajes do Pico,20,Outras mercadorias n.e.,-,Dado nulo ou não aplicável,-,2023,
PTLEI,Leixões,20,Outras mercadorias n.e.,,,914,2023,914
PTLIS,Lisboa,20,Outras mercadorias n.e.,,,514 442,2023,514442
PTMAD,Madalena,20,Outras mercadorias n.e.,,,2,2023,2
PTOPO,Douro,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTPDL,Ponta Delgada,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTPRG,Praia da Graciosa,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTPRM,Portimão,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTPRV,Praia da Vitória,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTPXO,Porto Santo,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTSCF,Santa Cruz das Flores,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PT888,Outros portos de Portugal,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTSCG,Santa Cruz da Graciosa,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTSET,Setúbal,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTSIN,Sines,99,Desconhecido,,,237 125,2023,237125
PTVDC,Viana do Castelo,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTVDP,Vila do Porto,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTVEL,Velas,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTVNC,Vila Nova do Corvo,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTVRE,Vila Real de Santo António,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
A,Região Autónoma dos Açores,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
C,Continente,99,Desconhecido,,,237 125,2023,237125
M,Região Autónoma da Madeira,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
P,Portugal,99,Desconhecido,,,237 125,2023,237125
PT88P,Instalações offshore de Portugal,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTADH,Angra do Heroísmo,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTAVE,Aveiro,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTCAL,Calheta,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTCDP,Cais do Pico,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTCNL,Caniçal,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTFAO,Faro,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTFDF,Figueira da Foz,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTFNC,Funchal,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTHOR,Horta,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTLAJ,Lajes das Flores,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTLDP,Lajes do Pico,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTLEI,Leixões,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTLIS,Lisboa,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTMAD,Madalena,99,Desconhecido,-,Dado nulo ou não aplicável,-,2023,
PTOPO,Douro,T,Total,-,Dado nulo ou não aplicável,-,2023,
PTPDL,Ponta Delgada,T,Total,,,479 904,2023,479904
PTPRG,Praia da Graciosa,T,Total,,,4 423,2023,4423
PTPRM,Portimão,T,Total,-,Dado nulo ou não aplicável,-,2023,
PTPRV,Praia da Vitória,T,Total,,,143 327,2023,143327
PTPXO,Porto Santo,T,Total,,,2 669,2023,2669
PTSCF,Santa Cruz das Flores,T,Total,-,Dado nulo ou não aplicável,-,2023,
PT888,Outros portos de Portugal,T,Total,-,Dado nulo ou não aplicável,-,2023,
PTSCG,Santa Cruz da Graciosa,T,Total,-,Dado nulo ou não aplicável,-,2023,
PTSET,Setúbal,T,Total,,,3 015 968,2023,3015968
PTSIN,Sines,T,Total,,,15 977 995,2023,15977995
PTVDC,Viana do Castelo,T,Total,,,176 970,2023,176970
PTVDP,Vila do Porto,T,Total,,,9 414,2023,9414
PTVEL,Velas,T,Total,,,10 680,2023,10680
PTVNC,Vila Nova do Corvo,T,Total,,,2 107,2023,2107
PTVRE,Vila Real de Santo António,T,Total,-,Dado nulo ou não aplicável,-,2023,
A,Região Autónoma dos Açores,T,Total,,,697 578,2023,697578
C,Continente,T,Total,,,29 943 062,2023,29943062
M,Região Autónoma da Madeira,T,Total,,,154 985,2023,154985
P,Portugal,T,Total,,,30 795 625,2023,30795625
PT88P,Instalações offshore de Portugal,T,Total,-,Dado nulo ou não aplicável,-,2023,
PTADH,Angra do Heroísmo,T,Total,-,Dado nulo ou não aplicável,-,2023,
PTAVE,Aveiro,T,Total,,,1 410 080,2023,1410080
PTCAL,Calheta,T,Total,,,631,2023,631
PTCDP,Cais do Pico,T,Total,,,11 438,2023,11438
PTCNL,Caniçal,T,Total,,,148 761,2023,148761
PTFAO,Faro,T,Total,,,78 047,2023,78047
PTFDF,Figueira da Foz,T,Total,,,1 245 660,2023,1245660
PTFNC,Funchal,T,Total,,,3 555,2023,3555
PTHOR,Horta,T,Total,,,26 802,2023,26802
PTLAJ,Lajes das Flores,T,Total,,,8 850,2023,8850
PTLDP,Lajes do Pico,T,Total,-,Dado nulo ou não aplicável,-,2023,
PTLEI,Leixões,T,Total,,,4 295 471,2023,4295471
PTLIS,Lisboa,T,Total,,,3 742 871,2023,3742871
PTMAD,Madalena,T,Total,,,2,2023,2
PTOPO,Douro,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PTPDL,Ponta Delgada,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,9 294,2023,9294
PTPRG,Praia da Graciosa,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,629,2023,629
PTPRM,Portimão,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PTPRV,Praia da Vitória,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,1 855,2023,1855
PTPXO,Porto Santo,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,37,2023,37
PTSCF,Santa Cruz das Flores,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PT888,Outros portos de Portugal,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PTSCG,Santa Cruz da Graciosa,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PTSET,Setúbal,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,112 142,2023,112142
PTSIN,Sines,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,326 115,2023,326115
PTVDC,Viana do Castelo,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,9 098,2023,9098
PTVDP,Vila do Porto,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,649,2023,649
PTVEL,Velas,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,59,2023,59
PTVNC,Vila Nova do Corvo,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,252,2023,252
PTVRE,Vila Real de Santo António,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
A,Região Autónoma dos Açores,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,14 617,2023,14617
C,Continente,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,745 619,2023,745619
M,Região Autónoma da Madeira,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,21 589,2023,21589
P,Portugal,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,781 825,2023,781825
PT88P,Instalações offshore de Portugal,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PTADH,Angra do Heroísmo,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PTAVE,Aveiro,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,52 597,2023,52597
PTCAL,Calheta,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,71,2023,71
PTCDP,Cais do Pico,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,629,2023,629
PTCNL,Caniçal,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,21 552,2023,21552
PTFAO,Faro,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PTFDF,Figueira da Foz,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,5 336,2023,5336
PTFNC,Funchal,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PTHOR,Horta,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,354,2023,354
PTLAJ,Lajes das Flores,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,825,2023,825
PTLDP,Lajes do Pico,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
PTLEI,Leixões,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,99 037,2023,99037
PTLIS,Lisboa,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",,,141 294,2023,141294
PTMAD,Madalena,01,"Produtos da agricultura, da produção animal, da caça e da silvicultura; peixe e outros produtos da pesca",-,Dado nulo ou não aplicável,-,2023,
