tempo;regiao;instituicao;localizacao_geografica;gastos_com_te_e_suplementos;gastos_com_pessoal;gastos_com_te_e_suplementos_no_total_gastos_com_pessoal
2025-05;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;39.4055519104004, -9.0;8433;44600;18.9
2024-06;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;40.217, -8.40991;3167;22392;14.1
2024-06;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;15974;86962;18.4
2024-06;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;17368;99598;17.4
2024-06;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;38355;205632;18.7
2024-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;10195;62219;16.4
2024-06;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;19176;110769;17.3
2024-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;6251;31895;19.6
2024-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;11723;66397;17.7
2024-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;8874;41147;21.6
2025-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;;;
2025-06;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;41.533438, -8.616604;4175;24650;16.9
2025-06;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;4049;23988;16.9
2025-06;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;39.605565, -8.404399;10012;52572;19.0
2024-07;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;6503;38363;17.0
2024-07;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;26083;114863;22.7
2024-07;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;16608;97487;17.0
2024-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;10643;59283;18.0
2024-07;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;23654;132866;17.8
2024-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;7000;38914;18.0
2025-07;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;8128;44269;18.4
2025-07;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;39.7418, -8.79444;16449;91199;18.0
2025-07;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;30175;135534;22.3
2025-07;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;57161;276830;20.6
2025-07;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;33694;193498;17.4
2025-07;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;18841;110251;17.1
2025-07;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;36422;159837;22.8
2025-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;15953;82656;19.3
2025-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;15933;86578;18.4
2025-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;7315;43015;17.0
2025-07;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;4964;28810;17.2
2025-07;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;11089;53123;20.9
2024-08;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;15703;100556;15.6
2024-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;13609;84560;16.1
2024-08;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;37305;229702;16.2
2024-08;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;18978;112419;16.9
2024-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;8420;43697;19.3
2024-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;15736;89059;17.7
2024-08;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;11170;54191;20.6
2024-09;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;18003;113427;15.9
2024-09;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;27356;150737;18.1
2024-09;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;21567;105454;20.5
2024-09;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;30001;164319;18.3
2024-09;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;12533;64718;19.4
2024-09;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;43961;261088;16.8
2024-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;9515;49489;19.2
2024-09;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;10870;69442;15.7
2024-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;9220;51824;17.8
2024-09;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;12031;61637;19.5
2024-09;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;12767;61747;20.7
2024-10;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;38.739946, -9.161139;11325;70891;16.0
2024-10;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;39.822737, -7.499876;8761;49824;17.6
2024-10;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;20034;103217;19.4
2024-10;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;9707;54996;17.7
2024-10;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;11205;53825;20.8
2024-10;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;28332;146983;19.3
2024-10;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;39788;173091;23.0
2024-10;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;34366;185399;18.5
2024-10;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;24808;143462;17.3
2024-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;10679;55483;19.2
2024-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;23143;115385;20.1
2024-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;19652;111190;17.7
2024-10;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;13518;68868;19.6
2024-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.039936, -8.731693;7421;34244;21.7
2024-11;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;40.217, -8.40991;7337;42081;17.4
2024-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309943471486, -7.0;14693;82481;17.8
2024-11;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;39.7418, -8.79444;21871;125342;17.4
2024-11;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;34231;185144;18.5
2024-11;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;41.533438, -8.616604;6787;43296;15.7
2024-11;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;45619;268242;17.0
2024-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;17555;95477;18.4
2024-11;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;41569;235274;17.7
2024-11;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;39.605565, -8.404399;17473;99334;17.6
2024-11;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;34024;169773;20.0
2024-12;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;40.217, -8.40991;8126;45994;17.7
2024-12;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;11911;66344;18.0
2024-12;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;13853;65319;21.2
2024-12;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;30541;148900;20.5
2024-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;21538;131113;16.4
2024-12;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;38.7500648498535, -9.0;69609;330957;21.0
2024-12;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;49998;294198;17.0
2024-12;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;38.7169, -9.13654;72866;422078;17.3
2024-12;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;16390;83119;19.7
2024-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;19985;93595;21.4
2024-12;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;37590;186124;20.2
2018-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;710;4918;14.5
2018-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;410;4799;8.6
2018-01;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;25;872;3.0
2018-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;575;4578;12.6
2018-02;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;1215;8122;15.0
2018-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;868;6898;12.6
2018-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;16;621;2.6
2018-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;411;8633;4.8
2018-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;871;8339;10.5
2018-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;3311;26263;12.6
2018-03;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;86;2655;3.3
2018-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;3009;17180;17.5
2018-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;2501;37007;6.8
2018-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;2336;19545;12.0
2018-04;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;21;799;2.7
2018-04;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;1892;13859;13.7
2018-04;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;9483;65351;14.5
2018-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;2280;16163;14.1
2018-04;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;2207;20189;10.9
2018-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;2368;19062;12.4
2018-04;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;1111;7794;14.3
2018-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;1641;16665;9.9
2018-04;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;396;4829;8.2
2018-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;3031;24577;12.3
2018-05;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629, -9.1258493;2222;19338;11.5
2018-05;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;192;6030;3.2
2018-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;696;14590;4.8
2018-05;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;2207;34215;6.5
2018-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;4149;35576;11.7
2018-06;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;136;2454;5.6
2018-06;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;35;1082;3.3
2018-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;935;8553;10.9
2018-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;3286;24902;13.2
2018-06;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;3077;29221;10.5
2018-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;3538;35972;9.8
2018-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;4942;27411;18.0
2018-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;3512;27134;12.9
2018-07;Região de Saúde do Centro;Centro Hospitalar Cova da Beira, EPE;40.2804158, -7.4922407;3366;21789;15.4
2018-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;4253;31518;13.5
2018-07;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;4575;43064;10.6
2018-07;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;1863;16670;11.2
2018-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;3711;25087;14.8
2018-07;Região de Saúde Norte;Centro Hospitalar do Porto, EPE;41.1472498, -8.6172617;9807;83950;11.7
2018-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;3213;29242;11.0
2018-07;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;3101;48214;6.4
2018-07;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;656;7894;8.3
2018-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;6139;50514;12.2
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;4090;31499;13.0
2018-08;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;252;3270;7.7
2018-08;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;48;1482;3.2
2018-08;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;198;2312;8.6
2018-08;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;2156;19166;11.3
2018-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;6673;39435;16.9
2018-08;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;5173;35241;14.7
2018-08;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;3759;33613;11.2
2018-08;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;264;7292;3.6
2018-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;5138;49574;10.4
2018-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;5468;35116;15.6
2018-09;Região de Saúde do Centro;Centro Hospitalar Cova da Beira, EPE;40.2804158, -7.4922407;4427;28084;15.8
2018-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;5572;41629;13.4
2018-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;2598;16555;15.7
2018-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;6116;39906;15.3
2018-10;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;342;4000;8.6
2018-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;10014;90297;11.1
2018-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;3260;26590;12.3
2018-10;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;6960;45753;15.2
2018-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;7997;62614;12.8
2018-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;936;11641;8.0
2018-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;6723;54833;12.3
2018-11;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;261;3550;7.4
2018-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Central, EPE;38.7166948, -9.1371248;23305;211327;11.0
2018-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;11138;107217;10.4
2018-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;5070;43155;11.8
2018-11;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;26405;179325;14.7
2018-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;6124;48859;12.5
2018-11;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;483;13860;3.5
2018-11;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;1522;33040;4.6
2018-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;6273;52607;11.9
2018-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;8778;73892;11.9
2018-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;6924;49334;14.0
2018-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;16277;122923;13.2
2018-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;30952;249881;12.4
2018-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;2332;20072;11.6
2018-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;5954;51422;11.6
2018-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Central, EPE;38.7166948, -9.1371248;26783;233122;11.5
2018-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;7594;59410;12.8
2018-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;6637;52416;12.7
2018-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;494;11046;4.5
2019-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;360;2423;14.9
2019-01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;194;1811;10.7
2019-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;554;3693;15.0
2019-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Central, EPE;38.7166948, -9.1371248;2619;21019;12.5
2019-01;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;2685;16798;16.0
2019-01;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;611;5144;11.9
2019-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;417;3006;13.9
2019-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;1184;9607;12.3
2019-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;1627;10574;15.4
2019-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;609;5169;11.8
2019-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;1400;9969;14.0
2019-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;153;2776;5.5
2019-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;334;6279;5.3
2019-02;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;1172;10275;11.4
2019-02;Região de Saúde Norte;Centro Hospitalar do Porto, EPE;41.1472498, -8.6172617;2829;24549;11.5
2019-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;2729;19722;13.8
2019-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;1151;9104;12.6
2019-02;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;116;2028;5.7
2019-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;1996;10950;18.2
2019-03;Região de Saúde do Centro;Centro Hospitalar Cova da Beira, EPE;40.2804158, -7.4922407;1644;9790;16.8
2019-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;2057;15833;13.0
2019-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;662;5591;11.9
2019-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;1635;11084;14.8
2019-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;1723;14315;12.0
2019-03;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;7934;50840;15.6
2019-03;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;2123;12939;16.4
2019-03;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;198;985;20.1
2019-03;Região de Saúde Norte;Centro Hospitalar de São João, EPE;41.1831056, -8.6010558;6136;48611;12.6
2019-03;Região de Saúde Norte;Centro Hospitalar do Porto, EPE;41.1472498, -8.6172617;4133;36724;11.3
2019-03;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;175;3054;5.7
2019-03;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;1820;16410;11.1
2019-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;1296;9798;13.2
2019-04;Região de Saúde do Centro;Centro Hospitalar Cova da Beira, EPE;40.2804158, -7.4922407;2246;13146;17.1
2019-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;11617;85423;13.6
2019-04;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;132;1785;7.4
2019-04;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;1173;10157;11.6
2019-04;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;2338;17125;13.7
2019-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;2783;20165;13.8
2019-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;4306;30816;14.0
2019-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;164;2238;7.4
2019-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;57;1276;4.5
2019-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;2841;18623;15.3
2019-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;3598;27810;12.9
2019-05;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;417;1761;23.7
2019-05;Região de Saúde Norte;Centro Hospitalar de São João, EPE;41.1831056, -8.6010558;10828;81785;13.2
2019-05;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;2048;15084;13.6
2019-05;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;1669;10501;15.9
2019-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;1483;10351;14.3
2019-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;172;2135;8.1
2019-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Central, EPE;38.7166948, -9.1371248;15694;112073;14.0
2019-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;3553;22754;15.6
2019-06;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;16360;103304;15.8
